lower_95,lower_90,lower_80,lower_50,pred,upper_50,upper_80,upper_90,upper_95,date,epiweek
30366.623869131407,36840.59775565169,44528.848713449064,54607.091689979316,66881.52927623922,81814.1695888012,86685.74491375459,92341.8878787128,95838.97779090093,2021-07-10,2021-06-27
20722.296765992414,25449.787890780903,32820.22184822982,45515.96936425214,60175.48687770917,74498.13874007882,86360.90839466077,92191.0786926502,95780.17283963168,2021-07-17,2021-06-27
13532.175501483056,17580.810193174173,24528.03829997503,38560.81817628109,56511.264802752456,72338.67451852447,85203.35984146867,91510.16517516402,95404.84853708059,2021-07-24,2021-06-27
39952.815720623395,51178.158267957566,58872.076325267604,65155.008303861556,75783.65210186949,86587.25838454663,94188.57097197117,96995.1300254634,98468.00352133618,2021-07-10,2021-07-04
32856.29187468108,40423.55336850187,45763.29963042639,54184.52566488115,70785.76127823278,86314.6119610728,94494.6317304906,97212.49460315696,98594.32726808549,2021-07-17,2021-07-04
23632.90492201506,27964.11657813344,32549.216474694873,41303.024820187165,61864.99769000234,84883.37187480349,94304.95561209251,97180.39945265609,98594.6890564861,2021-07-24,2021-07-04
15669.049089245198,19079.542770026535,23191.506749820073,31397.291977670586,49823.44673643133,81534.99056824642,93265.35991134688,96699.20237604632,98363.50911179134,2021-07-31,2021-07-04
28025.906121537595,36392.997046077784,50549.73812164957,70161.48612930796,74380.0701014517,82889.72618372308,92094.59869119174,95822.24339840331,97859.72972770991,2021-07-17,2021-07-11
22005.209652337257,29165.21401540509,41176.57680968368,59358.908452172735,66255.7741170761,79751.34967607823,92750.1494073948,96440.79732876332,98232.64583031728,2021-07-24,2021-07-11
22150.816974308273,29160.071621341092,40175.7314950792,50917.351006928264,58953.44177496503,71323.10370314964,89239.68622804817,94844.81928470769,97471.198755274,2021-07-31,2021-07-11
20806.740803600736,27932.051139172032,36115.49026385768,44406.719446684525,53073.67964551873,65862.59996244992,84982.71393119667,92627.23941537896,96351.04285828356,2021-08-07,2021-07-11
52714.074552220554,60231.97681053728,69140.9523586996,81160.20846779295,90094.38066467387,95720.12555209933,98406.30266549216,99220.90441484467,99614.91108378553,2021-07-24,2021-07-18
45061.37748052684,50870.04364027866,57973.64826841625,70222.40717091576,82777.82026134079,92120.55225937394,96974.4598426985,98505.82646308634,99257.54885197064,2021-07-31,2021-07-18
49859.204029913206,55585.060789756615,62443.828097561454,73914.9896954986,85221.02368175928,93341.87836922871,97463.58507342094,98750.45981587275,99379.87474235363,2021-08-07,2021-07-18
42904.37156382878,48856.63062455811,56182.39132976149,68900.05843258434,82002.02720193441,91766.86896953035,96839.08452391536,98438.97147061066,99224.30909713564,2021-08-14,2021-07-18
