date,epiweek,horizon,lower_95,pred,upper_95
2021-02-06,2021-01-14,3,1017471.4,1823201.0,2794272.45
2021-02-06,2021-01-17,3,1187211.33641,1519254.79707,1932639.7
2021-02-06,2021-01-18,3,1025122.986031928,1568499.1970000002,1996921.8
2021-02-06,2021-01-21,2,745006.075,1237288.5,1914675.375
2021-02-06,2021-01-24,2,954315.4468050001,1175936.1871540048,1466866.73099
2021-02-06,2021-01-25,2,759748.8401468555,1194020.0,1623297.1395874051
2021-02-06,2021-01-28,1,464824.85,757278.5,1199003.5
2021-02-06,2021-01-31,1,797283.84023,998827.0,1146420.4817058
2021-02-06,2021-02-01,1,685526.900700849,988044.826086765,1324264.89968523
2021-02-13,2021-01-14,4,917945.125,1917312.5,3114629.3
2021-02-13,2021-01-17,4,1126251.0,1465717.24993,1950435.0
2021-02-13,2021-01-18,4,978318.01708302,1549747.0,2068945.095
2021-02-13,2021-01-21,3,675234.8,1222930.0,2084485.775
2021-02-13,2021-01-24,3,854593.775031937,1137316.5,1472151.0
2021-02-13,2021-01-25,3,632516.111542166,1147811.0,1618901.2875
2021-02-13,2021-01-28,2,363999.675,708961.5,1340901.675
2021-02-13,2021-01-31,2,727546.0,942295.0,1090889.52863078
2021-02-13,2021-02-01,2,529821.83554222,939272.0,1314768.0
2021-02-13,2021-02-04,1,458000.525,654526.5,914034.35
2021-02-13,2021-02-07,1,661278.6892735551,755795.1796985259,901322.0716449909
2021-02-13,2021-02-08,1,583971.843056803,776365.286863134,1006235.0
2021-02-20,2021-01-21,4,607242.325,1217164.5,2325627.5
2021-02-20,2021-01-24,4,781940.751016575,1052262.5,1413376.2
2021-02-20,2021-01-25,4,579904.5235559635,1053364.0,1581450.5
2021-02-20,2021-01-28,3,308077.4,735049.5,1507129.15
2021-02-20,2021-01-31,3,691566.31319,884752.59515,1050212.74717227
2021-02-20,2021-02-01,3,393471.861801711,844540.0,1254341.9650846
2021-02-20,2021-02-04,2,383814.175,616816.5,958733.124999999
2021-02-20,2021-02-07,2,537723.6148797885,671381.0,845115.9560182076
2021-02-20,2021-02-08,2,501465.0,668787.0,997413.222157731
2021-02-20,2021-02-11,1,308970.525,449135.0,634357.65
2021-02-20,2021-02-14,1,453596.5,582903.0,722788.0
2021-02-20,2021-02-15,1,433876.6209204225,570597.8045303315,749356.5
2021-02-27,2021-01-28,4,299039.85,781725.5,1721027.7
2021-02-27,2021-01-31,4,637916.54076,816907.43606,1062107.0
2021-02-27,2021-02-01,4,439788.0,743228.082157557,1108779.11531419
2021-02-27,2021-02-04,3,345178.925,656928.5,1160655.15
2021-02-27,2021-02-07,3,474874.0984,587381.0,797790.334766948
2021-02-27,2021-02-08,3,423173.817519234,579998.0,899811.143682062
2021-02-27,2021-02-11,2,241351.275,393418.0,658867.049999999
2021-02-27,2021-02-14,2,367787.0,500879.0,674325.6615
2021-02-27,2021-02-15,2,302744.777086847,485489.3238619905,689074.0
2021-02-27,2021-02-18,1,191301.675,292749.5,446996.65
2021-02-27,2021-02-21,1,402143.42,451532.0,536625.28009
2021-02-27,2021-02-22,1,320787.469102735,435978.0540052615,607123.1098289695
2021-03-06,2021-02-04,4,345724.525,746673.0,1416641.225
2021-03-06,2021-02-07,4,381905.6188,557342.218450174,804485.082101177
2021-03-06,2021-02-08,4,355294.0,557477.0,869285.0
2021-03-06,2021-02-11,3,202895.35,402477.0,798304.874999999
2021-03-06,2021-02-14,3,288152.0,452968.0,620414.453240375
2021-03-06,2021-02-15,3,222770.7747824645,423790.79260580754,624492.0
2021-03-06,2021-02-18,2,131049.85,231885.5,481650.75
2021-03-06,2021-02-21,2,323215.875934495,379813.330479592,475443.0
2021-03-06,2021-02-22,2,225439.600691866,371011.7825847365,626732.8282508055
2021-03-06,2021-02-25,1,159805.85,275781.0,443255.525
2021-03-06,2021-02-28,1,323521.2769459025,436899.315071529,517117.159855
2021-03-06,2021-03-01,1,303611.428712056,419047.6397798155,564652.9150608475
2021-03-13,2021-02-11,4,198225.7,461307.0,999381.725
2021-03-13,2021-02-14,4,253554.0,426389.0,698691.0
2021-03-13,2021-02-15,4,173774.687248556,346656.9629110395,698691.0
2021-03-13,2021-02-18,3,99785.5,220013.5,583346.05
2021-03-13,2021-02-21,3,242122.8901731865,343808.488051812,505210.5
2021-03-13,2021-02-22,3,168808.7069132875,319285.0,675278.341668075
2021-03-13,2021-02-25,2,127202.425,256134.5,488419.8
2021-03-13,2021-02-28,2,297068.75153003,400605.3225792205,505253.16284999996
2021-03-13,2021-03-01,2,241513.771030422,377877.0,621895.0584650805
2021-03-13,2021-03-04,1,235586.575,349979.0,496446.125
2021-03-13,2021-03-07,1,295562.0064064025,383728.53608,497250.75
2021-03-13,2021-03-08,1,248947.803876024,375577.64793042897,516219.8441927025
2021-03-20,2021-02-18,4,91460.975,258354.5,714850.524999999
2021-03-20,2021-02-21,4,198736.03366172302,309828.0902457165,518660.5
2021-03-20,2021-02-22,4,125135.625545372,277366.0,769186.7432582534
2021-03-20,2021-02-25,3,113923.1,285352.0,612272.9
2021-03-20,2021-02-28,3,241060.637351287,357643.0,524919.0
2021-03-20,2021-03-01,3,196005.629641052,338121.45,651096.465808694
2021-03-20,2021-03-04,2,221330.45,378347.5,564085.225
2021-03-20,2021-03-07,2,275812.98162803653,349727.25,504199.15
2021-03-20,2021-03-08,2,205023.0419440445,344190.0,545968.3117216639
2021-03-20,2021-03-11,1,173931.0,269348.5,401364.175
2021-03-20,2021-03-14,1,269025.76086,357087.546561757,442574.43012
2021-03-20,2021-03-15,1,226941.567,344226.48802865,444369.0
2021-03-27,2021-02-25,4,121206.95,332729.0,751828.7
2021-03-27,2021-02-28,4,226304.756171794,339497.5,517837.0
2021-03-27,2021-03-01,4,156640.276445404,302981.097843871,570751.615092741
2021-03-27,2021-03-04,3,208590.85,425061.0,704621.575
2021-03-27,2021-03-07,3,220610.517750571,324491.0,531028.4
2021-03-27,2021-03-08,3,163904.90532471,319703.0,585446.4714637605
2021-03-27,2021-03-11,2,151262.0,260417.0,436982.525
2021-03-27,2021-03-14,2,240004.9945,331841.5,460204.5
2021-03-27,2021-03-15,2,180313.689544674,306839.0,460205.0
2021-03-27,2021-03-18,1,139508.19,246258.45,427731.28
2021-03-27,2021-03-20,1,138629.94,249956.89,439875.69
2021-03-27,2021-03-21,1,289811.12313,368102.0,452770.38390884
2021-03-27,2021-03-22,1,255496.34,365195.7452566965,453114.75
2021-04-03,2021-03-04,4,200690.55,477588.5,839910.4
2021-04-03,2021-03-07,4,190721.5,305941.0,525372.8502
2021-04-03,2021-03-08,4,129768.9940707255,316967.543353989,648796.908985176
2021-04-03,2021-03-11,3,136550.8,276131.0,517473.05
2021-04-03,2021-03-14,3,203825.4321961135,305434.25,494411.5774410765
2021-04-03,2021-03-15,3,149587.745759718,295454.0,511576.807555789
2021-04-03,2021-03-18,2,90162.211,161517.48,286883.81
2021-04-03,2021-03-20,2,87117.359,161999.25,296677.78
2021-04-03,2021-03-21,2,280422.6183,361480.0593,472852.3594
2021-04-03,2021-03-22,2,215417.484660762,345475.119966237,504880.0
2021-04-03,2021-03-28,1,339041.3,423965.4404968845,541045.254971417
2021-04-03,2021-03-29,1,286522.268,418783.0,552362.0
2021-04-10,2021-03-11,4,134144.4,302447.0,616970.725
2021-04-10,2021-03-14,4,187540.1752004595,298453.75,505381.3044379655
2021-04-10,2021-03-15,4,119839.205992149,272367.0,519162.911074685
2021-04-10,2021-03-18,3,59504.422,121314.95,241546.98
2021-04-10,2021-03-20,3,56456.355,119396.21,244903.81
2021-04-10,2021-03-21,3,237414.6189037165,333705.452485,500811.4837
2021-04-10,2021-03-22,3,182752.075,319939.95999999996,531358.0
2021-04-10,2021-03-28,2,342981.5,442186.917497258,599310.8053047265
2021-04-10,2021-03-29,2,275659.760455459,435368.0,601176.0
2021-04-10,2021-04-01,1,319873.975,483715.5,686037.75
2021-04-10,2021-04-04,1,388566.455086485,460270.09,519028.1878
2021-04-10,2021-04-05,1,302622.81,446309.0,584437.0
2021-04-17,2021-03-18,4,34240.617,88407.688,223312.86
2021-04-17,2021-03-20,4,33788.523,87694.102,222527.33
2021-04-17,2021-03-21,4,209594.570111804,307430.75487,507925.9986
2021-04-17,2021-03-22,4,160203.5779824005,306827.0,583936.9375917255
2021-04-17,2021-03-28,3,342521.00161664304,451862.909921848,622597.3859999999
2021-04-17,2021-03-29,3,248882.0,433732.0,687718.0
2021-04-17,2021-04-01,2,298947.25,522252.5,814996.175
2021-04-17,2021-04-04,2,384214.0,481824.0,633998.2291
2021-04-17,2021-04-05,2,270785.1,448834.543,668666.0
2021-04-17,2021-04-08,1,250858.175,404245.0,601071.225
2021-04-17,2021-04-11,1,382976.58037415,483748.197611162,620809.186731661
2021-04-17,2021-04-12,1,327863.0,483748.0,625538.97
2021-04-24,2021-03-28,4,319132.0,457711.7090845995,634092.076831515
2021-04-24,2021-03-29,4,221467.01946633,437147.0,740818.78735422
2021-04-24,2021-04-01,3,267004.475,539114.0,945131.3
2021-04-24,2021-04-04,3,359438.450235,500741.921875,722808.373037762
2021-04-24,2021-04-05,3,241538.0,450592.0,745922.0
2021-04-24,2021-04-08,2,246618.225,427887.0,663319.675
2021-04-24,2021-04-11,2,337198.41101,526413.923996648,749287.556116046
2021-04-24,2021-04-12,2,292842.5,494138.14169023803,717256.2125
2021-04-24,2021-04-15,1,273853.225,437009.0,652644.25
2021-04-24,2021-04-18,1,396143.50908724347,497280.826653041,616798.9771791995
2021-04-24,2021-04-19,1,349520.0625,478281.9895781675,617095.6599999999
2021-05-01,2021-04-01,4,234620.05,545532.5,1045564.9
2021-05-01,2021-04-04,4,333347.53495,478845.3125,754236.5127933235
2021-05-01,2021-04-05,4,219468.0,445581.0,757834.0
2021-05-01,2021-04-08,3,225847.65,449820.0,753208.2
2021-05-01,2021-04-11,3,323376.57254,558405.033371614,847981.5
2021-05-01,2021-04-12,3,274492.1625,502720.0,847982.0
2021-05-01,2021-04-15,2,254914.325,432867.5,694737.199999999
2021-05-01,2021-04-18,2,362846.53994627553,504604.9279811665,732817.5568650521
2021-05-01,2021-04-19,2,310188.65,480859.9092095105,674647.6718670295
2021-05-01,2021-04-22,1,180092.725,315544.5,516229.3
2021-05-01,2021-04-25,1,314365.8188033039,393477.3570870765,501534.65
2021-05-01,2021-04-26,1,287374.79581301904,402820.95499999996,542340.72
2021-05-08,2021-04-08,4,202150.9,468761.5,864036.075
2021-05-08,2021-04-11,4,280573.3,592476.168448001,810118.5
2021-05-08,2021-04-12,4,244683.325,504601.0,850450.93100393
2021-05-08,2021-04-15,3,222869.35,412558.5,749864.025
2021-05-08,2021-04-18,3,318215.4,505945.0,858173.9
2021-05-08,2021-04-19,3,264478.953,479043.0,680827.525
2021-05-08,2021-04-22,2,156382.325,307637.0,548211.3
2021-05-08,2021-04-25,2,272751.516425348,352965.1932604436,484430.7636032788
2021-05-08,2021-04-26,2,249330.445,369531.3364473257,545496.0
2021-05-08,2021-04-29,1,118392.525,235875.0,436225.575
2021-05-08,2021-05-02,1,227575.5,326667.64941973204,435423.63410772383
2021-05-08,2021-05-03,1,227575.0,325690.078,436658.0
2021-05-15,2021-04-15,4,188850.35,385490.5,822531.75
2021-05-15,2021-04-18,4,287642.14578,497961.123226139,908987.1
2021-05-15,2021-04-19,4,244066.282238213,477196.5135,723900.0
2021-05-15,2021-04-22,3,143513.625,312463.0,610026.9
2021-05-15,2021-04-25,3,215924.38258,338696.0,473751.5
2021-05-15,2021-04-26,3,219776.51086528582,364202.31249832275,553178.9152400314
2021-05-15,2021-04-29,2,92997.9,226913.5,474206.825
2021-05-15,2021-05-02,2,177509.31384,290060.08826741285,391194.32057955576
2021-05-15,2021-05-03,2,177509.0,294792.0,450871.0
2021-05-15,2021-05-06,1,118225.175,210976.5,345487.4
2021-05-15,2021-05-09,1,190262.5,273323.0,331556.16444831196
2021-05-15,2021-05-10,1,190262.0,274107.0,381986.64
2021-05-22,2021-04-22,4,141279.875,318859.0,683957.1
2021-05-22,2021-04-25,4,158320.47303,320739.0,455041.0
2021-05-22,2021-04-26,4,170704.50000000012,340205.0,600779.0
2021-05-22,2021-04-29,3,78482.9,234170.5,539879.749999999
2021-05-22,2021-05-02,3,151721.07358627967,267149.96147324797,393795.07044499996
2021-05-22,2021-05-03,3,140162.0,267439.0,460576.0
2021-05-22,2021-05-06,2,95178.05,193392.0,352148.225
2021-05-22,2021-05-09,2,139306.01529,238327.6958,336758.6766248032
2021-05-22,2021-05-10,2,139306.0,239836.0,371628.0
2021-05-22,2021-05-13,1,73391.7,148458.5,259851.225
2021-05-22,2021-05-16,1,151530.0,202488.9977867994,256902.815303554
2021-05-22,2021-05-17,1,137123.0,207109.0,265431.0
2021-05-29,2021-04-29,4,76537.375,241014.0,623738.8
2021-05-29,2021-05-02,4,138426.4,246124.44837861508,371613.646435
2021-05-29,2021-05-03,4,114157.0,249531.0,472678.0
2021-05-29,2021-05-06,3,82785.05,193229.0,397705.7
2021-05-29,2021-05-09,3,112714.829885,209910.01789402298,318172.9230408479
2021-05-29,2021-05-10,3,107499.0,211586.0,364322.0
2021-05-29,2021-05-13,2,57533.85,132685.5,269059.175
2021-05-29,2021-05-16,2,96489.07974,165746.07,233662.06264
2021-05-29,2021-05-17,2,96489.0,171637.0,257638.0
2021-05-29,2021-05-20,1,57250.15,115751.0,210235.625
2021-05-29,2021-05-23,1,122933.15,154341.25,183410.4600812345
2021-05-29,2021-05-24,1,94626.0,159270.01423492425,220900.0
2021-06-05,2021-05-06,4,78223.925,200561.0,462869.475
2021-06-05,2021-05-09,4,89244.33593570019,177694.2674215415,305813.5679419795
2021-06-05,2021-05-10,4,83780.0,198891.0188977752,405856.0
2021-06-05,2021-05-13,3,51017.925,140652.0,318908.85
2021-06-05,2021-05-16,3,76780.10941513978,138413.53204551685,208809.060115
2021-06-05,2021-05-17,3,73457.0,145720.0,264178.105
2021-06-05,2021-05-20,2,40129.925,95459.0,205101.899999999
2021-06-05,2021-05-23,2,84128.10501811162,123492.53,157866.47841500002
2021-06-05,2021-05-24,2,65501.262,142072.8071352552,243737.0
2021-06-05,2021-05-27,1,40984.025,90774.5,170049.6
2021-06-05,2021-05-30,1,91778.1,124538.38320537376,164968.04415694112
2021-06-05,2021-05-31,1,68652.8010023507,125677.0,169653.548
2021-06-12,2021-05-13,4,53078.725,162003.5,388823.4
2021-06-12,2021-05-16,4,65187.11688556871,121772.50635499999,193957.650335
2021-06-12,2021-05-17,4,60472.0,126746.0,270217.4356319761
2021-06-12,2021-05-20,3,31635.05,91523.0,233577.925
2021-06-12,2021-05-23,3,71311.0,98779.0,149180.5
2021-06-12,2021-05-24,3,53928.0,124739.0,239369.55628363736
2021-06-12,2021-05-27,2,29598.825,76648.5,166781.65
2021-06-12,2021-05-30,2,68691.25,101258.975,146763.43260949713
2021-06-12,2021-05-31,2,48911.25514247342,105586.0,174442.83738281252
2021-06-12,2021-06-03,1,17666.775,59405.5,143078.875
2021-06-12,2021-06-06,1,66481.38003124885,86670.13905353902,116801.65375624399
2021-06-12,2021-06-07,1,54076.0,92163.0,134655.0
2021-06-19,2021-05-20,4,29024.675,98048.5,271124.55
2021-06-19,2021-05-23,4,52447.1,92879.0,144056.0
2021-06-19,2021-05-24,4,37592.0,104661.21399017752,250355.88928448196
2021-06-19,2021-05-27,3,24489.45,77781.0,192534.55
2021-06-19,2021-05-30,3,48522.1,85065.46815725732,132913.28938170802
2021-06-19,2021-05-31,3,35031.605885503246,87600.0,180272.8695
2021-06-19,2021-06-03,2,11369.825,50821.5,141341.9
2021-06-19,2021-06-06,2,43489.695918497004,71081.69774964273,107352.09665099923
2021-06-19,2021-06-07,2,38867.4557,73161.0,130652.0
2021-06-19,2021-06-13,1,57415.19515,86352.8491658419,107354.295341863
2021-06-19,2021-06-14,1,50031.105,85810.49699999999,130226.0
2021-06-26,2021-05-27,4,24168.8,87564.5,235769.875
2021-06-26,2021-05-30,4,34208.1,79614.0,126513.564410207
2021-06-26,2021-05-31,4,19851.864216604146,72926.9163560423,163057.88605231067
2021-06-26,2021-06-03,3,8525.75,52267.5,165070.675
2021-06-26,2021-06-06,3,35211.55282677543,61456.0,101406.500604768
2021-06-26,2021-06-07,3,23670.097157224787,61536.0,136367.0
2021-06-26,2021-06-13,2,48140.0,67598.0,106429.87681
2021-06-26,2021-06-14,2,32340.596875,72795.0,138905.06484375006
2021-06-26,2021-06-20,1,55359.721143444,70512.69588,94454.80597
2021-06-26,2021-06-21,1,41167.027,72989.70762940991,116890.0
2021-07-03,2021-06-03,4,8477.5,59493.0,197266.9
2021-07-03,2021-06-06,4,30858.86319069913,51502.0,102714.308973871
2021-07-03,2021-06-07,4,17842.0,50464.0,131164.0
2021-07-03,2021-06-13,3,45803.8,64903.0,98834.0
2021-07-03,2021-06-14,3,22222.747,62863.0,148746.017
2021-07-03,2021-06-20,2,49682.0,62101.23756,96073.1
2021-07-03,2021-06-21,2,29188.440100000003,64614.9970086111,116231.0
2021-07-03,2021-06-27,1,54111.446938521345,73145.64766299319,101882.58679748165
2021-07-03,2021-06-28,1,42457.13,72702.0,113598.0
2021-07-10,2021-06-13,4,38992.3,57854.0,98834.0
2021-07-10,2021-06-14,4,17878.211,56334.859,159293.4441114997
2021-07-10,2021-06-20,3,40955.5,60999.5,95884.06154811273
2021-07-10,2021-06-21,3,17430.0,55763.03050782364,122366.0
2021-07-10,2021-06-27,2,47314.26635701393,70266.0,102787.53158701892
2021-07-10,2021-06-28,2,21236.268,68182.0,135738.204
2021-07-10,2021-07-04,1,61038.726260083,89783.5,134186.3144
2021-07-10,2021-07-05,1,50217.20487445644,85193.39207116328,132234.0
2021-07-17,2021-06-20,4,35309.75,58778.5,91716.85645451449
2021-07-17,2021-06-21,4,13322.0,54529.6520386443,158992.0
2021-07-17,2021-06-27,3,41903.47569,65039.0,103075.805741734
2021-07-17,2021-06-28,3,9783.8,64886.0,154096.06468496504
2021-07-17,2021-07-04,2,61248.463189999995,94528.63815820843,145931.89366960738
2021-07-17,2021-07-05,2,36210.20874396247,78971.5,155477.77763150993
2021-07-17,2021-07-11,1,97047.9643546681,134404.0,192843.13559725755
2021-07-17,2021-07-12,1,66214.0,130990.0,197159.0
2021-07-24,2021-06-27,4,35299.38538,64877.0,101381.81720125247
2021-07-24,2021-06-28,4,10278.73,65410.0,165379.78
2021-07-24,2021-07-04,3,61124.068490000005,101233.33902368795,163538.74370644032
2021-07-24,2021-07-05,3,28158.328198802737,86298.07298053647,174288.77834853367
2021-07-24,2021-07-11,2,102381.56017,164594.0,219927.253118235
2021-07-24,2021-07-12,2,60042.0,131886.57889993428,238605.0
2021-07-24,2021-07-18,1,169751.75614350825,259021.4266908762,398347.8968920434
2021-07-24,2021-07-19,1,108626.45,238019.0,353220.0
2021-07-31,2021-07-04,4,58644.264595,108729.17948755427,185220.9392855215
2021-07-31,2021-07-05,4,21232.329865502987,88138.72317545474,177125.0
2021-07-31,2021-07-11,3,100924.32909057545,184658.4744748095,281121.7222259467
2021-07-31,2021-07-12,3,63452.0,144726.0,281122.0
2021-07-31,2021-07-18,2,220920.010405,368749.5642464591,533826.819785
2021-07-31,2021-07-19,2,125105.0,275357.5304189386,493775.0
2021-07-31,2021-07-22,1,362531.87,387174.2,420526.88000000006
2021-07-31,2021-07-25,1,328836.1563896701,443651.0,592267.784566273
2021-07-31,2021-07-26,1,217277.5615,433645.75,597145.8263565544
2021-08-07,2021-07-11,4,105434.60465162786,226403.4033000368,371420.9841810324
2021-08-07,2021-07-12,4,49541.025,137658.0,382752.0
2021-08-07,2021-07-18,3,262499.3787,507815.440525,765026.50235
2021-08-07,2021-07-19,3,108508.3,259034.318511407,570729.0
2021-08-07,2021-07-22,2,492481.29999999993,552357.8,658622.9
2021-08-07,2021-07-25,2,398776.16117,637490.3873460529,824476.0
2021-08-07,2021-07-26,2,216373.162109375,499432.9779125324,838332.5
2021-08-07,2021-08-01,1,475529.31870925473,654608.419197374,797315.8087477656
2021-08-07,2021-08-02,1,364388.211,636303.9068859313,892500.8616849104
2021-08-14,2021-07-18,4,305548.632145,693965.0435649999,1134301.954985
2021-08-14,2021-07-19,4,90184.875,306909.0,802634.0
2021-08-14,2021-07-22,3,649555.3,758916.3,1016074.3
2021-08-14,2021-07-25,3,432815.9270276744,656697.5,1014642.0
2021-08-14,2021-07-26,3,192702.487,561487.0593734127,910720.0
2021-08-14,2021-08-01,2,580666.7581360955,818732.844392624,1159378.8759604797
2021-08-14,2021-08-02,2,358576.5,775259.0,1222436.0
2021-08-14,2021-08-08,1,695025.7854902155,914253.8640045305,1240406.4166438263
2021-08-14,2021-08-09,1,468859.0037996574,837824.4668913695,1180618.0
2021-08-21,2021-07-22,4,840431.0,1015077.0,1563667.0
2021-08-21,2021-07-25,4,466628.6490375021,684588.5,1217527.0320445215
2021-08-21,2021-07-26,4,156714.3375,574483.2654396007,1233824.0
2021-08-21,2021-08-01,3,699730.0459390699,1108335.078437245,1588548.426333817
2021-08-21,2021-08-02,3,395785.0,974019.0,1451485.0
2021-08-21,2021-08-08,2,841758.9026373439,1088444.4048560401,1720081.9143347614
2021-08-21,2021-08-09,2,472701.11568810535,1011334.467788744,1646213.0
2021-08-21,2021-08-15,1,933544.0,1016963.04120878,1260110.18662037
2021-08-21,2021-08-16,1,526612.346,1002437.7961261472,1367737.291348
2021-08-28,2021-08-01,4,793365.83874809,1415029.49463255,2272536.33098251
2021-08-28,2021-08-02,4,346497.0,1043501.0,1775539.0
2021-08-28,2021-08-08,3,838277.82685,1464533.73146545,2446180.1485011657
2021-08-28,2021-08-09,3,517864.82206284103,1229348.5348996655,2186766.391849736
2021-08-28,2021-08-15,2,965847.0,1175037.0571218976,1731832.4946875486
2021-08-28,2021-08-16,2,638789.0878719199,1182893.0,1837115.173120079
2021-08-28,2021-08-22,1,957557.0614471296,1104118.017867315,1303886.9943487952
2021-08-28,2021-08-23,1,622700.6460777881,1100845.0,1406325.0
2021-09-04,2021-08-08,4,776986.91714,1947779.06895034,3512509.319004098
2021-09-04,2021-08-09,4,529177.4533216918,1281902.8297193502,2343086.6625
2021-09-04,2021-08-15,3,1003137.328777538,1347721.603921677,2091684.0579969124
2021-09-04,2021-08-16,3,580264.5185214572,1318664.0,2035819.0
2021-09-04,2021-08-22,2,960197.3335287647,1207145.5682178251,1478869.44050328
2021-09-04,2021-08-23,2,742886.2633666149,1197312.0,1762460.2300889129
2021-09-04,2021-08-29,1,911293.773116075,1136806.688283407,1376378.12782082
2021-09-04,2021-08-30,1,653164.2270685924,1117942.3956113085,1577007.395344716
2021-09-11,2021-08-15,4,1077458.8932947314,1460122.292325,2440493.883314395
2021-09-11,2021-08-16,4,535609.355,1372920.0,2251786.0
2021-09-11,2021-08-22,3,962485.080476945,1244608.0,1641282.7880108284
2021-09-11,2021-08-23,3,587376.104928596,1216915.0,2257699.0
2021-09-11,2021-08-29,2,924983.740692849,1145026.535614977,1497890.257948915
2021-09-11,2021-08-30,2,659286.9013792502,1113594.393880205,1733562.1000619489
2021-09-11,2021-09-05,1,992296.3687042068,1171701.861194641,1364955.75
2021-09-11,2021-09-06,1,737502.2714931694,1163838.3938034591,1550197.2277949776
2021-09-18,2021-08-22,4,1018229.5983287878,1300999.014162174,1702785.153746833
2021-09-18,2021-08-23,4,597212.0,1197555.8637646586,2419533.4735719757
2021-09-18,2021-08-29,3,936202.993817542,1193564.1678592777,1548556.765103111
2021-09-18,2021-08-30,3,557280.8124316882,1076652.0960003901,1929271.0539394682
2021-09-18,2021-09-05,2,907640.4989654515,1182974.4746723245,1410606.5408841018
2021-09-18,2021-09-06,2,629145.7040782532,1147705.302,1533617.521357124
2021-09-18,2021-09-12,1,827312.52799,983124.95634,1138937.38468
2021-09-18,2021-09-13,1,493758.59543698013,949688.6549303054,1324058.6406141159
2021-09-25,2021-08-29,4,924659.0994096575,1174646.0,1494186.200720828
2021-09-25,2021-08-30,4,508703.57999999996,1096610.9780000001,1901160.7070289808
2021-09-25,2021-09-05,3,749208.0,1140708.98154,1459381.0
2021-09-25,2021-09-06,3,510107.7399899188,1086811.0141397826,1613335.486480875
2021-09-25,2021-09-12,2,700196.1751795231,918352.08305,1129191.0
2021-09-25,2021-09-13,2,451875.5035487655,894098.6510983708,1363833.1448749998
2021-09-25,2021-09-19,1,829768.0203757748,973548.997304305,1071593.3
2021-09-25,2021-09-20,1,614244.5863594048,957124.3856736146,1284813.4679271814
2021-10-02,2021-09-05,4,580255.0,1060560.4189456,1350648.0
2021-10-02,2021-09-06,4,383454.0711325992,983990.9309775396,1730487.6875
2021-10-02,2021-09-12,3,689428.1339567876,862082.2529150001,1109445.418801436
2021-10-02,2021-09-13,3,358399.0,780515.442645704,1545967.2833728257
2021-10-02,2021-09-19,2,735004.9918975146,936006.940443908,1074513.636684558
2021-10-02,2021-09-20,2,517275.4602281172,884800.5084305964,1310910.5
2021-10-02,2021-09-26,1,626101.0,768866.5,973404.0
2021-10-02,2021-09-27,1,488755.2058930632,773632.8447842745,1119169.3440775168
2021-10-09,2021-09-12,4,643112.7225298816,787638.293686571,1046048.0
2021-10-09,2021-09-13,4,229326.1285236954,699888.7507236488,1436640.9706772114
2021-10-09,2021-09-19,3,598663.0061370711,835343.8299799999,1091756.9607254895
2021-10-09,2021-09-20,3,379540.9,844853.905822361,1420334.5871444675
2021-10-09,2021-09-26,2,565284.0,670115.5,954232.0
2021-10-09,2021-09-27,2,281017.9218112007,679339.5892714285,1144504.226
2021-10-09,2021-10-01,1,713163.302430033,759911.718362526,812880.784020538
2021-10-09,2021-10-03,1,551258.5259764106,681489.792688943,907956.5795584226
2021-10-09,2021-10-04,1,476270.7693738852,668799.8213327517,913939.8945597915
2021-10-16,2021-09-19,4,516407.015123366,737437.63805,1110140.4911825154
2021-10-16,2021-09-20,4,345066.7687761504,757851.0,1341616.334506299
2021-10-16,2021-09-26,3,510795.9,615695.0,922880.0
2021-10-16,2021-09-27,3,208732.72059399387,600626.9697618881,1076598.568378948
2021-10-16,2021-10-01,2,672843.060044486,727271.652767319,789697.807919438
2021-10-16,2021-10-03,2,437221.80257913796,603072.4169846056,913785.2774706593
2021-10-16,2021-10-04,2,332841.32,566622.0,905388.9494843208
2021-10-16,2021-10-10,1,489572.0,594613.0,653451.62789
2021-10-16,2021-10-11,1,374246.40552656096,596437.83858213,804074.0
2021-10-23,2021-09-26,4,434674.5,573847.0,847251.0
2021-10-23,2021-09-27,4,174102.8252368045,587006.0,1107837.49314047
2021-10-23,2021-10-01,3,646019.007496492,704573.853537192,771536.081151003
2021-10-23,2021-10-03,3,352902.065940512,548606.1822942529,864487.23971104
2021-10-23,2021-10-04,3,243039.2375,498662.231458051,907308.900663335
2021-10-23,2021-10-10,2,422619.9,532055.67,562061.70764
2021-10-23,2021-10-11,2,283915.2400572364,514700.87,770317.3511401649
2021-10-23,2021-10-17,1,439182.50322,537431.0825878694,664447.8319925778
2021-10-23,2021-10-18,1,312398.7902768031,526529.5195469628,757313.0
2021-10-30,2021-10-01,4,629132.962866284,697607.205757607,770634.726757182
2021-10-30,2021-10-03,4,294180.05606045504,511047.21717589913,783423.7964590329
2021-10-30,2021-10-04,4,117041.44580406614,468492.69,897091.99
2021-10-30,2021-10-10,3,362263.24401321576,470490.053408503,582295.5282539447
2021-10-30,2021-10-11,3,158584.96218681,442824.18,769087.5
2021-10-30,2021-10-17,2,366801.1588902165,482321.3745092205,606380.7351240927
2021-10-30,2021-10-18,2,200424.01964076894,449619.265,690532.0
2021-10-30,2021-10-21,1,495317.055100486,546636.995851545,605745.87578455
2021-10-30,2021-10-24,1,368564.0,450231.5,616254.0
2021-10-30,2021-10-25,1,301316.45262298896,455835.71499999997,626524.47
